"Country","Date","Statistic","Value"
"United Kingdom",2015-05-15,"Cases",1
"United Kingdom",2015-05-15,"Deaths",0
"Italy",2015-05-15,"Cases",1
"Italy",2015-05-15,"Deaths",0
"Spain",2015-05-15,"Cases",1
"Spain",2015-05-15,"Deaths",0
"United States of America",2015-05-15,"Cases",4
"United States of America",2015-05-15,"Deaths",1
"Senegal",2015-05-15,"Cases",1
"Senegal",2015-05-15,"Deaths",0
"Liberia",2015-05-15,"Cases",10604
"Liberia",2015-05-15,"Deaths",4769
"Nigeria",2015-05-18,"Cases",20
"Nigeria",2015-05-18,"Deaths",8
"Spain",2015-05-18,"Cases",1
"Spain",2015-05-18,"Deaths",0
"Sierra Leone",2015-05-18,"Cases",12593
"Sierra Leone",2015-05-18,"Deaths",3906
"United Kingdom",2015-05-18,"Cases",1
"United Kingdom",2015-05-18,"Deaths",0
"Liberia",2015-05-18,"Cases",10666
"Liberia",2015-05-18,"Deaths",4806
"Senegal",2015-05-18,"Cases",1
"Senegal",2015-05-18,"Deaths",0
"Italy",2015-05-18,"Cases",1
"Italy",2015-05-18,"Deaths",0
"Mali",2015-05-18,"Cases",8
"Mali",2015-05-18,"Deaths",6
"United States of America",2015-05-18,"Cases",4
"United States of America",2015-05-18,"Deaths",1
"Guinea",2015-05-18,"Cases",3626
"Guinea",2015-05-18,"Deaths",2405
"Mali",2015-05-19,"Cases",8
"Mali",2015-05-19,"Deaths",6
"Italy",2015-05-19,"Cases",1
"Italy",2015-05-19,"Deaths",0
"Guinea",2015-05-19,"Cases",3635
"Guinea",2015-05-19,"Deaths",2407
"Sierra Leone",2015-05-19,"Cases",12632
"Sierra Leone",2015-05-19,"Deaths",3907
"Spain",2015-05-19,"Cases",1
"Spain",2015-05-19,"Deaths",0
"Nigeria",2015-05-19,"Cases",20
"Nigeria",2015-05-19,"Deaths",8
"United Kingdom",2015-05-19,"Cases",1
"United Kingdom",2015-05-19,"Deaths",0
"United States of America",2015-05-19,"Cases",4
"United States of America",2015-05-19,"Deaths",1
"Liberia",2015-05-19,"Cases",10666
"Liberia",2015-05-19,"Deaths",4806
"Senegal",2015-05-19,"Cases",1
"Senegal",2015-05-19,"Deaths",0
"Spain",2015-05-20,"Cases",1
"Spain",2015-05-20,"Deaths",0
"United Kingdom",2015-05-20,"Cases",1
"United Kingdom",2015-05-20,"Deaths",0
"Sierra Leone",2015-05-20,"Cases",12632
"Sierra Leone",2015-05-20,"Deaths",3907
"Senegal",2015-05-20,"Cases",1
"Senegal",2015-05-20,"Deaths",0
"Nigeria",2015-05-20,"Cases",20
"Nigeria",2015-05-20,"Deaths",8
"Italy",2015-05-20,"Cases",1
"Italy",2015-05-20,"Deaths",0
"Guinea",2015-05-20,"Cases",3635
"Guinea",2015-05-20,"Deaths",2407
"Mali",2015-05-20,"Cases",8
"Mali",2015-05-20,"Deaths",6
"Liberia",2015-05-20,"Cases",10666
"Liberia",2015-05-20,"Deaths",4806
"United States of America",2015-05-20,"Cases",4
"United States of America",2015-05-20,"Deaths",1
"Liberia",2015-05-21,"Cases",10666
"Liberia",2015-05-21,"Deaths",4806
"Italy",2015-05-21,"Cases",1
"Italy",2015-05-21,"Deaths",0
"Spain",2015-05-21,"Cases",1
"Spain",2015-05-21,"Deaths",0
"Sierra Leone",2015-05-21,"Cases",12656
"Sierra Leone",2015-05-21,"Deaths",3907
"Nigeria",2015-05-21,"Cases",20
"Nigeria",2015-05-21,"Deaths",8
"Senegal",2015-05-21,"Cases",1
"Senegal",2015-05-21,"Deaths",0
"Mali",2015-05-21,"Cases",8
"Mali",2015-05-21,"Deaths",6
"United Kingdom",2015-05-21,"Cases",1
"United Kingdom",2015-05-21,"Deaths",0
"Guinea",2015-05-21,"Cases",3649
"Guinea",2015-05-21,"Deaths",2409
"United States of America",2015-05-21,"Cases",4
"United States of America",2015-05-21,"Deaths",1
"Spain",2015-05-22,"Cases",1
"Spain",2015-05-22,"Deaths",0
"Mali",2015-05-22,"Cases",8
"Mali",2015-05-22,"Deaths",6
"Liberia",2015-05-22,"Cases",10666
"Liberia",2015-05-22,"Deaths",4806
"Italy",2015-05-22,"Cases",1
"Italy",2015-05-22,"Deaths",0
"United States of America",2015-05-22,"Cases",4
"United States of America",2015-05-22,"Deaths",1
"Sierra Leone",2015-05-22,"Cases",12666
"Sierra Leone",2015-05-22,"Deaths",3907
"Guinea",2015-05-22,"Cases",3647
"Guinea",2015-05-22,"Deaths",2412
"Nigeria",2015-05-22,"Cases",20
"Nigeria",2015-05-22,"Deaths",8
"United Kingdom",2015-05-22,"Cases",1
"United Kingdom",2015-05-22,"Deaths",0
"Senegal",2015-05-22,"Cases",1
"Senegal",2015-05-22,"Deaths",0
"Nigeria",2015-05-25,"Cases",20
"Nigeria",2015-05-25,"Deaths",8
"Italy",2015-05-25,"Cases",1
"Italy",2015-05-25,"Deaths",0
"United Kingdom",2015-05-25,"Cases",1
"United Kingdom",2015-05-25,"Deaths",0
"United States of America",2015-05-25,"Cases",4
"United States of America",2015-05-25,"Deaths",1
"Mali",2015-05-25,"Cases",8
"Mali",2015-05-25,"Deaths",6
"Spain",2015-05-25,"Cases",1
"Spain",2015-05-25,"Deaths",0
"Senegal",2015-05-25,"Cases",1
"Senegal",2015-05-25,"Deaths",0
"Liberia",2015-05-25,"Cases",10666
"Liberia",2015-05-25,"Deaths",4806
"Guinea",2015-05-25,"Cases",3640
"Guinea",2015-05-25,"Deaths",2418
"Sierra Leone",2015-05-25,"Cases",12696
"Sierra Leone",2015-05-25,"Deaths",3908
"Nigeria",2015-05-26,"Cases",20
"Nigeria",2015-05-26,"Deaths",8
"Senegal",2015-05-26,"Cases",1
"Senegal",2015-05-26,"Deaths",0
"Guinea",2015-05-26,"Cases",3641
"Guinea",2015-05-26,"Deaths",2420
"Mali",2015-05-26,"Cases",8
"Mali",2015-05-26,"Deaths",6
"Italy",2015-05-26,"Cases",1
"Italy",2015-05-26,"Deaths",0
"Spain",2015-05-26,"Cases",1
"Spain",2015-05-26,"Deaths",0
"Sierra Leone",2015-05-26,"Cases",12706
"Sierra Leone",2015-05-26,"Deaths",3908
"United Kingdom",2015-05-26,"Cases",1
"United Kingdom",2015-05-26,"Deaths",0
"Liberia",2015-05-26,"Cases",10666
"Liberia",2015-05-26,"Deaths",4806
"United States of America",2015-05-26,"Cases",4
"United States of America",2015-05-26,"Deaths",1
"Mali",2015-05-27,"Cases",8
"Mali",2015-05-27,"Deaths",6
"Italy",2015-05-27,"Cases",1
"Italy",2015-05-27,"Deaths",0
"Guinea",2015-05-27,"Cases",3641
"Guinea",2015-05-27,"Deaths",2420
"Nigeria",2015-05-27,"Cases",20
"Nigeria",2015-05-27,"Deaths",8
"Sierra Leone",2015-05-27,"Cases",12706
"Sierra Leone",2015-05-27,"Deaths",3908
"United States of America",2015-05-27,"Cases",4
"United States of America",2015-05-27,"Deaths",1
"Liberia",2015-05-27,"Cases",10666
"Liberia",2015-05-27,"Deaths",4806
"Spain",2015-05-27,"Cases",1
"Spain",2015-05-27,"Deaths",0
"United Kingdom",2015-05-27,"Cases",1
"United Kingdom",2015-05-27,"Deaths",0
"Senegal",2015-05-27,"Cases",1
"Senegal",2015-05-27,"Deaths",0
"Italy",2015-05-28,"Cases",1
"Italy",2015-05-28,"Deaths",0
"Mali",2015-05-28,"Cases",8
"Mali",2015-05-28,"Deaths",6
"United States of America",2015-05-28,"Cases",4
"United States of America",2015-05-28,"Deaths",1
"Liberia",2015-05-28,"Cases",10666
"Liberia",2015-05-28,"Deaths",4806
"Spain",2015-05-28,"Cases",1
"Spain",2015-05-28,"Deaths",0
"Senegal",2015-05-28,"Cases",1
"Senegal",2015-05-28,"Deaths",0
"Nigeria",2015-05-28,"Cases",20
"Nigeria",2015-05-28,"Deaths",8
"Guinea",2015-05-28,"Cases",3639
"Guinea",2015-05-28,"Deaths",2423
"United Kingdom",2015-05-28,"Cases",1
"United Kingdom",2015-05-28,"Deaths",0
"Sierra Leone",2015-05-28,"Cases",12735
"Sierra Leone",2015-05-28,"Deaths",3911
"Guinea",2015-05-29,"Cases",3644
"Guinea",2015-05-29,"Deaths",2425
"United Kingdom",2015-05-29,"Cases",1
"United Kingdom",2015-05-29,"Deaths",0
"Liberia",2015-05-29,"Cases",10666
"Liberia",2015-05-29,"Deaths",4806
"United States of America",2015-05-29,"Cases",4
"United States of America",2015-05-29,"Deaths",1
"Italy",2015-05-29,"Cases",1
"Italy",2015-05-29,"Deaths",0
"Sierra Leone",2015-05-29,"Cases",12745
"Sierra Leone",2015-05-29,"Deaths",3911
"Nigeria",2015-05-29,"Cases",20
"Nigeria",2015-05-29,"Deaths",8
"Spain",2015-05-29,"Cases",1
"Spain",2015-05-29,"Deaths",0
"Senegal",2015-05-29,"Cases",1
"Senegal",2015-05-29,"Deaths",0
"Mali",2015-05-29,"Cases",8
"Mali",2015-05-29,"Deaths",6
"United Kingdom",2015-06-01,"Cases",1
"United Kingdom",2015-06-01,"Deaths",0
"United States of America",2015-06-01,"Cases",4
"United States of America",2015-06-01,"Deaths",1
"Sierra Leone",2015-06-01,"Cases",12816
"Sierra Leone",2015-06-01,"Deaths",3911
"Nigeria",2015-06-01,"Cases",20
"Nigeria",2015-06-01,"Deaths",8
"Spain",2015-06-01,"Cases",1
"Spain",2015-06-01,"Deaths",0
"Senegal",2015-06-01,"Cases",1
"Senegal",2015-06-01,"Deaths",0
"Italy",2015-06-01,"Cases",1
"Italy",2015-06-01,"Deaths",0
"Guinea",2015-06-01,"Cases",3653
"Guinea",2015-06-01,"Deaths",2428
"Liberia",2015-06-01,"Cases",10666
"Liberia",2015-06-01,"Deaths",4806
"Mali",2015-06-01,"Cases",8
"Mali",2015-06-01,"Deaths",6
"Sierra Leone",2015-06-02,"Cases",12827
"Sierra Leone",2015-06-02,"Deaths",3912
"Nigeria",2015-06-02,"Cases",20
"Nigeria",2015-06-02,"Deaths",8
"Senegal",2015-06-02,"Cases",1
"Senegal",2015-06-02,"Deaths",0
"Guinea",2015-06-02,"Cases",3652
"Guinea",2015-06-02,"Deaths",2429
"Mali",2015-06-02,"Cases",8
"Mali",2015-06-02,"Deaths",6
"United States of America",2015-06-02,"Cases",4
"United States of America",2015-06-02,"Deaths",1
"Liberia",2015-06-02,"Cases",10666
"Liberia",2015-06-02,"Deaths",4806
"Spain",2015-06-02,"Cases",1
"Spain",2015-06-02,"Deaths",0
"Italy",2015-06-02,"Cases",1
"Italy",2015-06-02,"Deaths",0
"United Kingdom",2015-06-02,"Cases",1
"United Kingdom",2015-06-02,"Deaths",0
"United States of America",2015-06-03,"Cases",4
"United States of America",2015-06-03,"Deaths",1
"United Kingdom",2015-06-03,"Cases",1
"United Kingdom",2015-06-03,"Deaths",0
"Senegal",2015-06-03,"Cases",1
"Senegal",2015-06-03,"Deaths",0
"Nigeria",2015-06-03,"Cases",20
"Nigeria",2015-06-03,"Deaths",8
"Sierra Leone",2015-06-03,"Cases",12827
"Sierra Leone",2015-06-03,"Deaths",3912
"Italy",2015-06-03,"Cases",1
"Italy",2015-06-03,"Deaths",0
"Guinea",2015-06-03,"Cases",3652
"Guinea",2015-06-03,"Deaths",2429
"Spain",2015-06-03,"Cases",1
"Spain",2015-06-03,"Deaths",0
"Mali",2015-06-03,"Cases",8
"Mali",2015-06-03,"Deaths",6
"Liberia",2015-06-03,"Cases",10666
"Liberia",2015-06-03,"Deaths",4806
"Guinea",2015-06-04,"Cases",3657
"Guinea",2015-06-04,"Deaths",2431
"Sierra Leone",2015-06-04,"Cases",12850
"Sierra Leone",2015-06-04,"Deaths",3912
"United States of America",2015-06-04,"Cases",4
"United States of America",2015-06-04,"Deaths",1
"Spain",2015-06-04,"Cases",1
"Spain",2015-06-04,"Deaths",0
"Mali",2015-06-04,"Cases",8
"Mali",2015-06-04,"Deaths",6
"Senegal",2015-06-04,"Cases",1
"Senegal",2015-06-04,"Deaths",0
"Liberia",2015-06-04,"Cases",10666
"Liberia",2015-06-04,"Deaths",4806
"Nigeria",2015-06-04,"Cases",20
"Nigeria",2015-06-04,"Deaths",8
"United Kingdom",2015-06-04,"Cases",1
"United Kingdom",2015-06-04,"Deaths",0
"Italy",2015-06-04,"Cases",1
"Italy",2015-06-04,"Deaths",0
"United Kingdom",2015-06-05,"Cases",1
"United Kingdom",2015-06-05,"Deaths",0
"Guinea",2015-06-05,"Cases",3664
"Guinea",2015-06-05,"Deaths",2431
"Italy",2015-06-05,"Cases",1
"Italy",2015-06-05,"Deaths",0
"United States of America",2015-06-05,"Cases",4
"United States of America",2015-06-05,"Deaths",1
"Spain",2015-06-05,"Cases",1
"Spain",2015-06-05,"Deaths",0
"Senegal",2015-06-05,"Cases",1
"Senegal",2015-06-05,"Deaths",0
"Liberia",2015-06-05,"Cases",10666
"Liberia",2015-06-05,"Deaths",4806
"Nigeria",2015-06-05,"Cases",20
"Nigeria",2015-06-05,"Deaths",8
"Mali",2015-06-05,"Cases",8
"Mali",2015-06-05,"Deaths",6
"Sierra Leone",2015-06-05,"Cases",12859
"Sierra Leone",2015-06-05,"Deaths",3912
"Senegal",2015-06-08,"Cases",1
"Senegal",2015-06-08,"Deaths",0
"Nigeria",2015-06-08,"Cases",20
"Nigeria",2015-06-08,"Deaths",8
"Sierra Leone",2015-06-08,"Cases",12884
"Sierra Leone",2015-06-08,"Deaths",3913
"United States of America",2015-06-08,"Cases",4
"United States of America",2015-06-08,"Deaths",1
"Spain",2015-06-08,"Cases",1
"Spain",2015-06-08,"Deaths",0
"Guinea",2015-06-08,"Cases",3669
"Guinea",2015-06-08,"Deaths",2435
"Liberia",2015-06-08,"Cases",10666
"Liberia",2015-06-08,"Deaths",4806
"Italy",2015-06-08,"Cases",1
"Italy",2015-06-08,"Deaths",0
"Mali",2015-06-08,"Cases",8
"Mali",2015-06-08,"Deaths",6
"United Kingdom",2015-06-08,"Cases",1
"United Kingdom",2015-06-08,"Deaths",0
"Sierra Leone",2015-06-09,"Cases",12901
"Sierra Leone",2015-06-09,"Deaths",3915
"Spain",2015-06-09,"Cases",1
"Spain",2015-06-09,"Deaths",0
"Liberia",2015-06-09,"Cases",10666
"Liberia",2015-06-09,"Deaths",4806
"United States of America",2015-06-09,"Cases",4
"United States of America",2015-06-09,"Deaths",1
"United Kingdom",2015-06-09,"Cases",1
"United Kingdom",2015-06-09,"Deaths",0
"Guinea",2015-06-09,"Cases",3670
"Guinea",2015-06-09,"Deaths",2437
"Mali",2015-06-09,"Cases",8
"Mali",2015-06-09,"Deaths",6
"Nigeria",2015-06-09,"Cases",20
"Nigeria",2015-06-09,"Deaths",8
"Senegal",2015-06-09,"Cases",1
"Senegal",2015-06-09,"Deaths",0
"Italy",2015-06-09,"Cases",1
"Italy",2015-06-09,"Deaths",0
"Mali",2015-06-10,"Cases",8
"Mali",2015-06-10,"Deaths",6
"United Kingdom",2015-06-10,"Cases",1
"United Kingdom",2015-06-10,"Deaths",0
"Senegal",2015-06-10,"Cases",1
"Senegal",2015-06-10,"Deaths",0
"Italy",2015-06-10,"Cases",1
"Italy",2015-06-10,"Deaths",0
"Spain",2015-06-10,"Cases",1
"Spain",2015-06-10,"Deaths",0
"United States of America",2015-06-10,"Cases",4
"United States of America",2015-06-10,"Deaths",1
"Liberia",2015-06-10,"Cases",10666
"Liberia",2015-06-10,"Deaths",4806
"Guinea",2015-06-10,"Cases",3670
"Guinea",2015-06-10,"Deaths",2437
"Nigeria",2015-06-10,"Cases",20
"Nigeria",2015-06-10,"Deaths",8
"Sierra Leone",2015-06-10,"Cases",12901
"Sierra Leone",2015-06-10,"Deaths",3915
"Italy",2015-06-11,"Cases",1
"Italy",2015-06-11,"Deaths",0
"United States of America",2015-06-11,"Cases",4
"United States of America",2015-06-11,"Deaths",1
"Guinea",2015-06-11,"Cases",3674
"Guinea",2015-06-11,"Deaths",2440
"Spain",2015-06-11,"Cases",1
"Spain",2015-06-11,"Deaths",0
"Mali",2015-06-11,"Cases",8
"Mali",2015-06-11,"Deaths",6
"Nigeria",2015-06-11,"Cases",20
"Nigeria",2015-06-11,"Deaths",8
"Senegal",2015-06-11,"Cases",1
"Senegal",2015-06-11,"Deaths",0
"Liberia",2015-06-11,"Cases",10666
"Liberia",2015-06-11,"Deaths",4806
"United Kingdom",2015-06-11,"Cases",1
"United Kingdom",2015-06-11,"Deaths",0
"Sierra Leone",2015-06-11,"Cases",12911
"Sierra Leone",2015-06-11,"Deaths",3917
"Liberia",2015-06-12,"Cases",10666
"Liberia",2015-06-12,"Deaths",4806
"Guinea",2015-06-12,"Cases",3677
"Guinea",2015-06-12,"Deaths",2440
"Nigeria",2015-06-12,"Cases",20
"Nigeria",2015-06-12,"Deaths",8
"Mali",2015-06-12,"Cases",8
"Mali",2015-06-12,"Deaths",6
"Spain",2015-06-12,"Cases",1
"Spain",2015-06-12,"Deaths",0
"United States of America",2015-06-12,"Cases",4
"United States of America",2015-06-12,"Deaths",1
"Sierra Leone",2015-06-12,"Cases",12932
"Sierra Leone",2015-06-12,"Deaths",3917
"United Kingdom",2015-06-12,"Cases",1
"United Kingdom",2015-06-12,"Deaths",0
"Italy",2015-06-12,"Cases",1
"Italy",2015-06-12,"Deaths",0
"Senegal",2015-06-12,"Cases",1
"Senegal",2015-06-12,"Deaths",0
"Spain",2015-06-15,"Cases",1
"Spain",2015-06-15,"Deaths",0
"United States of America",2015-06-15,"Cases",4
"United States of America",2015-06-15,"Deaths",1
"Mali",2015-06-15,"Cases",8
"Mali",2015-06-15,"Deaths",6
"Guinea",2015-06-15,"Cases",3677
"Guinea",2015-06-15,"Deaths",2443
"Liberia",2015-06-15,"Cases",10666
"Liberia",2015-06-15,"Deaths",4806
"Italy",2015-06-15,"Cases",1
"Italy",2015-06-15,"Deaths",0
"Sierra Leone",2015-06-15,"Cases",12962
"Sierra Leone",2015-06-15,"Deaths",3919
"Nigeria",2015-06-15,"Cases",20
"Nigeria",2015-06-15,"Deaths",8
"United Kingdom",2015-06-15,"Cases",1
"United Kingdom",2015-06-15,"Deaths",0
"Senegal",2015-06-15,"Cases",1
"Senegal",2015-06-15,"Deaths",0
"Guinea",2015-06-16,"Cases",3678
"Guinea",2015-06-16,"Deaths",2444
"Liberia",2015-06-16,"Cases",10666
"Liberia",2015-06-16,"Deaths",4806
"Mali",2015-06-16,"Cases",8
"Mali",2015-06-16,"Deaths",6
"United Kingdom",2015-06-16,"Cases",1
"United Kingdom",2015-06-16,"Deaths",0
"Sierra Leone",2015-06-16,"Cases",12965
"Sierra Leone",2015-06-16,"Deaths",3919
"United States of America",2015-06-16,"Cases",4
"United States of America",2015-06-16,"Deaths",1
"Senegal",2015-06-16,"Cases",1
"Senegal",2015-06-16,"Deaths",0
"Italy",2015-06-16,"Cases",1
"Italy",2015-06-16,"Deaths",0
"Nigeria",2015-06-16,"Cases",20
"Nigeria",2015-06-16,"Deaths",8
"Spain",2015-06-16,"Cases",1
"Spain",2015-06-16,"Deaths",0
"United States of America",2015-06-17,"Cases",4
"United States of America",2015-06-17,"Deaths",1
"Sierra Leone",2015-06-17,"Cases",12965
"Sierra Leone",2015-06-17,"Deaths",3919
"Nigeria",2015-06-17,"Cases",20
"Nigeria",2015-06-17,"Deaths",8
"United Kingdom",2015-06-17,"Cases",1
"United Kingdom",2015-06-17,"Deaths",0
"Italy",2015-06-17,"Cases",1
"Italy",2015-06-17,"Deaths",0
"Senegal",2015-06-17,"Cases",1
"Senegal",2015-06-17,"Deaths",0
"Spain",2015-06-17,"Cases",1
"Spain",2015-06-17,"Deaths",0
"Mali",2015-06-17,"Cases",8
"Mali",2015-06-17,"Deaths",6
"Guinea",2015-06-17,"Cases",3674
"Guinea",2015-06-17,"Deaths",2444
"Liberia",2015-06-17,"Cases",10666
"Liberia",2015-06-17,"Deaths",4806
"Sierra Leone",2015-06-18,"Cases",12990
"Sierra Leone",2015-06-18,"Deaths",3922
"Liberia",2015-06-18,"Cases",10666
"Liberia",2015-06-18,"Deaths",4806
"United States of America",2015-06-18,"Cases",4
"United States of America",2015-06-18,"Deaths",1
"Italy",2015-06-18,"Cases",1
"Italy",2015-06-18,"Deaths",0
"Senegal",2015-06-18,"Cases",1
"Senegal",2015-06-18,"Deaths",0
"United Kingdom",2015-06-18,"Cases",1
"United Kingdom",2015-06-18,"Deaths",0
"Spain",2015-06-18,"Cases",1
"Spain",2015-06-18,"Deaths",0
"Nigeria",2015-06-18,"Cases",20
"Nigeria",2015-06-18,"Deaths",8
"Guinea",2015-06-18,"Cases",3675
"Guinea",2015-06-18,"Deaths",2445
"Mali",2015-06-18,"Cases",8
"Mali",2015-06-18,"Deaths",6
"Mali",2015-06-19,"Cases",8
"Mali",2015-06-19,"Deaths",6
"Sierra Leone",2015-06-19,"Cases",13012
"Sierra Leone",2015-06-19,"Deaths",3926
"Nigeria",2015-06-19,"Cases",20
"Nigeria",2015-06-19,"Deaths",8
"Spain",2015-06-19,"Cases",1
"Spain",2015-06-19,"Deaths",0
"United States of America",2015-06-19,"Cases",4
"United States of America",2015-06-19,"Deaths",1
"Senegal",2015-06-19,"Cases",1
"Senegal",2015-06-19,"Deaths",0
"United Kingdom",2015-06-19,"Cases",1
"United Kingdom",2015-06-19,"Deaths",0
"Italy",2015-06-19,"Cases",1
"Italy",2015-06-19,"Deaths",0
"Liberia",2015-06-19,"Cases",10666
"Liberia",2015-06-19,"Deaths",4806
"Guinea",2015-06-19,"Cases",3674
"Guinea",2015-06-19,"Deaths",2446
"Liberia",2015-06-22,"Cases",10666
"Liberia",2015-06-22,"Deaths",4806
"Spain",2015-06-22,"Cases",1
"Spain",2015-06-22,"Deaths",0
"United Kingdom",2015-06-22,"Cases",1
"United Kingdom",2015-06-22,"Deaths",0
"Italy",2015-06-22,"Cases",1
"Italy",2015-06-22,"Deaths",0
"Guinea",2015-06-22,"Cases",3698
"Guinea",2015-06-22,"Deaths",2456
"Sierra Leone",2015-06-22,"Cases",13051
"Sierra Leone",2015-06-22,"Deaths",3928
"Mali",2015-06-22,"Cases",8
"Mali",2015-06-22,"Deaths",6
"United States of America",2015-06-22,"Cases",4
"United States of America",2015-06-22,"Deaths",1
"Nigeria",2015-06-22,"Cases",20
"Nigeria",2015-06-22,"Deaths",8
"Senegal",2015-06-22,"Cases",1
"Senegal",2015-06-22,"Deaths",0
"Italy",2015-06-23,"Cases",1
"Italy",2015-06-23,"Deaths",0
"Sierra Leone",2015-06-23,"Cases",13059
"Sierra Leone",2015-06-23,"Deaths",3928
"Liberia",2015-06-23,"Cases",10666
"Liberia",2015-06-23,"Deaths",4806
"United Kingdom",2015-06-23,"Cases",1
"United Kingdom",2015-06-23,"Deaths",0
"Nigeria",2015-06-23,"Cases",20
"Nigeria",2015-06-23,"Deaths",8
"Senegal",2015-06-23,"Cases",1
"Senegal",2015-06-23,"Deaths",0
"United States of America",2015-06-23,"Cases",4
"United States of America",2015-06-23,"Deaths",1
"Spain",2015-06-23,"Cases",1
"Spain",2015-06-23,"Deaths",0
"Mali",2015-06-23,"Cases",8
"Mali",2015-06-23,"Deaths",6
"Guinea",2015-06-23,"Cases",3718
"Guinea",2015-06-23,"Deaths",2473
"United States of America",2015-06-24,"Cases",4
"United States of America",2015-06-24,"Deaths",1
"Sierra Leone",2015-06-24,"Cases",13059
"Sierra Leone",2015-06-24,"Deaths",3928
"Senegal",2015-06-24,"Cases",1
"Senegal",2015-06-24,"Deaths",0
"United Kingdom",2015-06-24,"Cases",1
"United Kingdom",2015-06-24,"Deaths",0
"Guinea",2015-06-24,"Cases",3718
"Guinea",2015-06-24,"Deaths",2473
"Liberia",2015-06-24,"Cases",10666
"Liberia",2015-06-24,"Deaths",4806
"Mali",2015-06-24,"Cases",8
"Mali",2015-06-24,"Deaths",6
"Italy",2015-06-24,"Cases",1
"Italy",2015-06-24,"Deaths",0
"Nigeria",2015-06-24,"Cases",20
"Nigeria",2015-06-24,"Deaths",8
"Spain",2015-06-24,"Cases",1
"Spain",2015-06-24,"Deaths",0
"Nigeria",2015-06-25,"Cases",20
"Nigeria",2015-06-25,"Deaths",8
"Sierra Leone",2015-06-25,"Cases",13083
"Sierra Leone",2015-06-25,"Deaths",3931
"Senegal",2015-06-25,"Cases",1
"Senegal",2015-06-25,"Deaths",0
"Mali",2015-06-25,"Cases",8
"Mali",2015-06-25,"Deaths",6
"Spain",2015-06-25,"Cases",1
"Spain",2015-06-25,"Deaths",0
"United Kingdom",2015-06-25,"Cases",1
"United Kingdom",2015-06-25,"Deaths",0
"Liberia",2015-06-25,"Cases",10666
"Liberia",2015-06-25,"Deaths",4806
"United States of America",2015-06-25,"Cases",4
"United States of America",2015-06-25,"Deaths",1
"Guinea",2015-06-25,"Cases",3718
"Guinea",2015-06-25,"Deaths",2480
"Italy",2015-06-25,"Cases",1
"Italy",2015-06-25,"Deaths",0
"Guinea",2015-06-26,"Cases",3720
"Guinea",2015-06-26,"Deaths",2480
"Spain",2015-06-26,"Cases",1
"Spain",2015-06-26,"Deaths",0
"Senegal",2015-06-26,"Cases",1
"Senegal",2015-06-26,"Deaths",0
"Italy",2015-06-26,"Cases",1
"Italy",2015-06-26,"Deaths",0
"Sierra Leone",2015-06-26,"Cases",13093
"Sierra Leone",2015-06-26,"Deaths",3931
"Liberia",2015-06-26,"Cases",10666
"Liberia",2015-06-26,"Deaths",4806
"United Kingdom",2015-06-26,"Cases",1
"United Kingdom",2015-06-26,"Deaths",0
"Mali",2015-06-26,"Cases",8
"Mali",2015-06-26,"Deaths",6
"Nigeria",2015-06-26,"Cases",20
"Nigeria",2015-06-26,"Deaths",8
"United States of America",2015-06-26,"Cases",4
"United States of America",2015-06-26,"Deaths",1
"Senegal",2015-06-29,"Cases",1
"Senegal",2015-06-29,"Deaths",0
"United Kingdom",2015-06-29,"Cases",1
"United Kingdom",2015-06-29,"Deaths",0
"Nigeria",2015-06-29,"Cases",20
"Nigeria",2015-06-29,"Deaths",8
"Guinea",2015-06-29,"Cases",3724
"Guinea",2015-06-29,"Deaths",2482
"Sierra Leone",2015-06-29,"Cases",13115
"Sierra Leone",2015-06-29,"Deaths",3932
"Mali",2015-06-29,"Cases",8
"Mali",2015-06-29,"Deaths",6
"Spain",2015-06-29,"Cases",1
"Spain",2015-06-29,"Deaths",0
"Liberia",2015-06-29,"Cases",10666
"Liberia",2015-06-29,"Deaths",4806
"United States of America",2015-06-29,"Cases",4
"United States of America",2015-06-29,"Deaths",1
"Italy",2015-06-29,"Cases",1
"Italy",2015-06-29,"Deaths",0
"United Kingdom",2015-06-30,"Cases",1
"United Kingdom",2015-06-30,"Deaths",0
"Mali",2015-06-30,"Cases",8
"Mali",2015-06-30,"Deaths",6
"Liberia",2015-06-30,"Cases",10666
"Liberia",2015-06-30,"Deaths",4806
"Sierra Leone",2015-06-30,"Cases",13119
"Sierra Leone",2015-06-30,"Deaths",3932
"Italy",2015-06-30,"Cases",1
"Italy",2015-06-30,"Deaths",0
"Senegal",2015-06-30,"Cases",1
"Senegal",2015-06-30,"Deaths",0
"Guinea",2015-06-30,"Cases",3729
"Guinea",2015-06-30,"Deaths",2482
"Spain",2015-06-30,"Cases",1
"Spain",2015-06-30,"Deaths",0
"Nigeria",2015-06-30,"Cases",20
"Nigeria",2015-06-30,"Deaths",8
"United States of America",2015-06-30,"Cases",4
"United States of America",2015-06-30,"Deaths",1
"Sierra Leone",2015-07-01,"Cases",13119
"Sierra Leone",2015-07-01,"Deaths",3932
"Senegal",2015-07-01,"Cases",1
"Senegal",2015-07-01,"Deaths",0
"Spain",2015-07-01,"Cases",1
"Spain",2015-07-01,"Deaths",0
"United Kingdom",2015-07-01,"Cases",1
"United Kingdom",2015-07-01,"Deaths",0
"Guinea",2015-07-01,"Cases",3729
"Guinea",2015-07-01,"Deaths",2482
