"Country","Date","Statistic","Value"
"Mali",2015-09-23,"Deaths",6
"Italy",2015-09-23,"Cases",1
"Italy",2015-09-23,"Deaths",0
"Guinea",2015-09-23,"Cases",3800
"Guinea",2015-09-23,"Deaths",2532
"United Kingdom",2015-09-24,"Cases",1
"United Kingdom",2015-09-24,"Deaths",0
"Nigeria",2015-09-24,"Cases",20
"Nigeria",2015-09-24,"Deaths",8
"Guinea",2015-09-24,"Cases",3801
"Guinea",2015-09-24,"Deaths",2533
"Sierra Leone",2015-09-24,"Cases",13846
"Sierra Leone",2015-09-24,"Deaths",3955
"Liberia",2015-09-24,"Cases",10666
"Liberia",2015-09-24,"Deaths",4806
"Italy",2015-09-24,"Cases",1
"Italy",2015-09-24,"Deaths",0
"Liberia",2015-09-24,"Cases",10666
"Liberia",2015-09-24,"Deaths",4806
"Senegal",2015-09-24,"Cases",1
"Senegal",2015-09-24,"Deaths",0
"United States of America",2015-09-24,"Cases",4
"United States of America",2015-09-24,"Deaths",1
"Spain",2015-09-24,"Cases",1
"Spain",2015-09-24,"Deaths",0
"Mali",2015-09-24,"Cases",8
"Mali",2015-09-24,"Deaths",6
"Guinea",2015-09-25,"Cases",3797
"Guinea",2015-09-25,"Deaths",2533
"United States of America",2015-09-25,"Cases",4
"United States of America",2015-09-25,"Deaths",1
"Senegal",2015-09-25,"Cases",1
"Senegal",2015-09-25,"Deaths",0
"Sierra Leone",2015-09-25,"Cases",13855
"Sierra Leone",2015-09-25,"Deaths",3955
"Liberia",2015-09-25,"Cases",10666
"Liberia",2015-09-25,"Deaths",4806
"United Kingdom",2015-09-25,"Cases",1
"United Kingdom",2015-09-25,"Deaths",0
"Mali",2015-09-25,"Cases",8
"Mali",2015-09-25,"Deaths",6
"Italy",2015-09-25,"Cases",1
"Italy",2015-09-25,"Deaths",0
"Spain",2015-09-25,"Cases",1
"Spain",2015-09-25,"Deaths",0
"Liberia",2015-09-25,"Cases",10666
"Liberia",2015-09-25,"Deaths",4806
"Nigeria",2015-09-25,"Cases",20
"Nigeria",2015-09-25,"Deaths",8
"Liberia",2015-09-28,"Cases",10666
"Liberia",2015-09-28,"Deaths",4806
"Spain",2015-09-28,"Cases",1
"Spain",2015-09-28,"Deaths",0
"Sierra Leone",2015-09-28,"Cases",13894
"Sierra Leone",2015-09-28,"Deaths",3955
"Liberia",2015-09-28,"Cases",10666
"Liberia",2015-09-28,"Deaths",4806
"United States of America",2015-09-28,"Cases",4
"United States of America",2015-09-28,"Deaths",1
"Mali",2015-09-28,"Cases",8
"Mali",2015-09-28,"Deaths",6
"Senegal",2015-09-28,"Cases",1
"Senegal",2015-09-28,"Deaths",0
"Italy",2015-09-28,"Cases",1
"Italy",2015-09-28,"Deaths",0
"Guinea",2015-09-28,"Cases",3805
"Guinea",2015-09-28,"Deaths",2533
"Nigeria",2015-09-28,"Cases",20
"Nigeria",2015-09-28,"Deaths",8
"United Kingdom",2015-09-28,"Cases",1
"United Kingdom",2015-09-28,"Deaths",0
"Sierra Leone",2015-09-29,"Cases",13911
"Sierra Leone",2015-09-29,"Deaths",3955
"Liberia",2015-09-29,"Cases",10666
"Liberia",2015-09-29,"Deaths",4806
"Liberia",2015-09-29,"Cases",10666
"Liberia",2015-09-29,"Deaths",4806
"United States of America",2015-09-29,"Cases",4
"United States of America",2015-09-29,"Deaths",1
"Spain",2015-09-29,"Cases",1
"Spain",2015-09-29,"Deaths",0
"Nigeria",2015-09-29,"Cases",20
"Nigeria",2015-09-29,"Deaths",8
"Mali",2015-09-29,"Cases",8
"Mali",2015-09-29,"Deaths",6
"Senegal",2015-09-29,"Cases",1
"Senegal",2015-09-29,"Deaths",0
"Italy",2015-09-29,"Cases",1
"Italy",2015-09-29,"Deaths",0
"Guinea",2015-09-29,"Cases",3805
"Guinea",2015-09-29,"Deaths",2533
"United Kingdom",2015-09-29,"Cases",1
"United Kingdom",2015-09-29,"Deaths",0
"United States of America",2015-09-30,"Cases",4
"United States of America",2015-09-30,"Deaths",1
"Mali",2015-09-30,"Cases",8
"Mali",2015-09-30,"Deaths",6
"Sierra Leone",2015-09-30,"Cases",13911
"Sierra Leone",2015-09-30,"Deaths",3955
"Liberia",2015-09-30,"Cases",10666
"Liberia",2015-09-30,"Deaths",4806
"Italy",2015-09-30,"Cases",1
"Italy",2015-09-30,"Deaths",0
"Nigeria",2015-09-30,"Cases",20
"Nigeria",2015-09-30,"Deaths",8
"Senegal",2015-09-30,"Cases",1
"Senegal",2015-09-30,"Deaths",0
"Guinea",2015-09-30,"Cases",3805
"Guinea",2015-09-30,"Deaths",2533
"Spain",2015-09-30,"Cases",1
"Spain",2015-09-30,"Deaths",0
"United Kingdom",2015-09-30,"Cases",1
"United Kingdom",2015-09-30,"Deaths",0
"Liberia",2015-09-30,"Cases",10666
"Liberia",2015-09-30,"Deaths",4806
"Liberia",2015-10-01,"Cases",10666
"Liberia",2015-10-01,"Deaths",4806
"Italy",2015-10-01,"Cases",1
"Italy",2015-10-01,"Deaths",0
"United Kingdom",2015-10-01,"Cases",1
"United Kingdom",2015-10-01,"Deaths",0
"Guinea",2015-10-01,"Cases",3808
"Guinea",2015-10-01,"Deaths",2533
"Mali",2015-10-01,"Cases",8
"Mali",2015-10-01,"Deaths",6
"United States of America",2015-10-01,"Cases",4
"United States of America",2015-10-01,"Deaths",1
"Spain",2015-10-01,"Cases",1
"Spain",2015-10-01,"Deaths",0
"Liberia",2015-10-01,"Cases",10666
"Liberia",2015-10-01,"Deaths",4806
"Nigeria",2015-10-01,"Cases",20
"Nigeria",2015-10-01,"Deaths",8
"Sierra Leone",2015-10-01,"Cases",13928
"Sierra Leone",2015-10-01,"Deaths",3955
"Senegal",2015-10-01,"Cases",1
"Senegal",2015-10-01,"Deaths",0
"Senegal",2015-10-02,"Cases",1
"Senegal",2015-10-02,"Deaths",0
"United States of America",2015-10-02,"Cases",4
"United States of America",2015-10-02,"Deaths",1
"Nigeria",2015-10-02,"Cases",20
"Nigeria",2015-10-02,"Deaths",8
"Mali",2015-10-02,"Cases",8
"Mali",2015-10-02,"Deaths",6
"Spain",2015-10-02,"Cases",1
"Spain",2015-10-02,"Deaths",0
"Guinea",2015-10-02,"Cases",3809
"Guinea",2015-10-02,"Deaths",2533
"Italy",2015-10-02,"Cases",1
"Italy",2015-10-02,"Deaths",0
"Liberia",2015-10-02,"Cases",10666
"Liberia",2015-10-02,"Deaths",4806
"Liberia",2015-10-02,"Cases",10666
"Liberia",2015-10-02,"Deaths",4806
"United Kingdom",2015-10-02,"Cases",1
"United Kingdom",2015-10-02,"Deaths",0
"Sierra Leone",2015-10-02,"Cases",13931
"Sierra Leone",2015-10-02,"Deaths",3955
"Guinea",2015-10-05,"Cases",3804
"Guinea",2015-10-05,"Deaths",2534
"United States of America",2015-10-05,"Cases",4
"United States of America",2015-10-05,"Deaths",1
"United Kingdom",2015-10-05,"Cases",1
"United Kingdom",2015-10-05,"Deaths",0
"Italy",2015-10-05,"Cases",1
"Italy",2015-10-05,"Deaths",0
"Liberia",2015-10-05,"Cases",10666
"Liberia",2015-10-05,"Deaths",4806
"Spain",2015-10-05,"Cases",1
"Spain",2015-10-05,"Deaths",0
"Senegal",2015-10-05,"Cases",1
"Senegal",2015-10-05,"Deaths",0
"Sierra Leone",2015-10-05,"Cases",13941
"Sierra Leone",2015-10-05,"Deaths",3955
"Liberia",2015-10-05,"Cases",10666
"Liberia",2015-10-05,"Deaths",4806
"Nigeria",2015-10-05,"Cases",20
"Nigeria",2015-10-05,"Deaths",8
"Mali",2015-10-05,"Cases",8
"Mali",2015-10-05,"Deaths",6
"United Kingdom",2015-10-06,"Cases",1
"United Kingdom",2015-10-06,"Deaths",0
"Liberia",2015-10-06,"Cases",10666
"Liberia",2015-10-06,"Deaths",4806
"Senegal",2015-10-06,"Cases",1
"Senegal",2015-10-06,"Deaths",0
"Italy",2015-10-06,"Cases",1
"Italy",2015-10-06,"Deaths",0
"Mali",2015-10-06,"Cases",8
"Mali",2015-10-06,"Deaths",6
"Spain",2015-10-06,"Cases",1
"Spain",2015-10-06,"Deaths",0
"Sierra Leone",2015-10-06,"Cases",13945
"Sierra Leone",2015-10-06,"Deaths",3955
"United States of America",2015-10-06,"Cases",4
"United States of America",2015-10-06,"Deaths",1
"Guinea",2015-10-06,"Cases",3804
"Guinea",2015-10-06,"Deaths",2534
"Nigeria",2015-10-06,"Cases",20
"Nigeria",2015-10-06,"Deaths",8
"Liberia",2015-10-06,"Cases",10666
"Liberia",2015-10-06,"Deaths",4806
"Guinea",2015-10-07,"Cases",3804
"Guinea",2015-10-07,"Deaths",2534
"Mali",2015-10-07,"Cases",8
"Mali",2015-10-07,"Deaths",6
"Sierra Leone",2015-10-07,"Cases",13945
"Sierra Leone",2015-10-07,"Deaths",3955
"Nigeria",2015-10-07,"Cases",20
"Nigeria",2015-10-07,"Deaths",8
"Liberia",2015-10-07,"Cases",10666
"Liberia",2015-10-07,"Deaths",4806
"Italy",2015-10-07,"Cases",1
"Italy",2015-10-07,"Deaths",0
"United States of America",2015-10-07,"Cases",4
"United States of America",2015-10-07,"Deaths",1
"Liberia",2015-10-07,"Cases",10666
"Liberia",2015-10-07,"Deaths",4806
"United Kingdom",2015-10-07,"Cases",1
"United Kingdom",2015-10-07,"Deaths",0
"Spain",2015-10-07,"Cases",1
"Spain",2015-10-07,"Deaths",0
"Senegal",2015-10-07,"Cases",1
"Senegal",2015-10-07,"Deaths",0
"Italy",2015-10-08,"Cases",1
"Italy",2015-10-08,"Deaths",0
"Liberia",2015-10-08,"Cases",10666
"Liberia",2015-10-08,"Deaths",4806
"Guinea",2015-10-08,"Cases",3799
"Guinea",2015-10-08,"Deaths",2534
"Liberia",2015-10-08,"Cases",10666
"Liberia",2015-10-08,"Deaths",4806
"United Kingdom",2015-10-08,"Cases",1
"United Kingdom",2015-10-08,"Deaths",0
"Senegal",2015-10-08,"Cases",1
"Senegal",2015-10-08,"Deaths",0
"Nigeria",2015-10-08,"Cases",20
"Nigeria",2015-10-08,"Deaths",8
"Mali",2015-10-08,"Cases",8
"Mali",2015-10-08,"Deaths",6
"United States of America",2015-10-08,"Cases",4
"United States of America",2015-10-08,"Deaths",1
"Sierra Leone",2015-10-08,"Cases",13956
"Sierra Leone",2015-10-08,"Deaths",3955
"Spain",2015-10-08,"Cases",1
"Spain",2015-10-08,"Deaths",0
"Spain",2015-10-09,"Cases",1
"Spain",2015-10-09,"Deaths",0
"Nigeria",2015-10-09,"Cases",20
"Nigeria",2015-10-09,"Deaths",8
"Sierra Leone",2015-10-09,"Cases",13957
"Sierra Leone",2015-10-09,"Deaths",3955
"United Kingdom",2015-10-09,"Cases",1
"United Kingdom",2015-10-09,"Deaths",0
"Liberia",2015-10-09,"Cases",10666
"Liberia",2015-10-09,"Deaths",4806
"Liberia",2015-10-09,"Cases",10666
"Liberia",2015-10-09,"Deaths",4806
"Senegal",2015-10-09,"Cases",1
"Senegal",2015-10-09,"Deaths",0
"United States of America",2015-10-09,"Cases",4
"United States of America",2015-10-09,"Deaths",1
"Italy",2015-10-09,"Cases",1
"Italy",2015-10-09,"Deaths",0
"Guinea",2015-10-09,"Cases",3800
"Guinea",2015-10-09,"Deaths",2534
"Mali",2015-10-09,"Cases",8
"Mali",2015-10-09,"Deaths",6
"United Kingdom",2015-10-13,"Cases",1
"United Kingdom",2015-10-13,"Deaths",0
"Liberia",2015-10-13,"Cases",10666
"Liberia",2015-10-13,"Deaths",4806
"Italy",2015-10-13,"Cases",1
"Italy",2015-10-13,"Deaths",0
"Sierra Leone",2015-10-13,"Cases",13982
"Sierra Leone",2015-10-13,"Deaths",3955
"Liberia",2015-10-13,"Cases",10666
"Liberia",2015-10-13,"Deaths",4806
"Nigeria",2015-10-13,"Cases",20
"Nigeria",2015-10-13,"Deaths",8
"Spain",2015-10-13,"Cases",1
"Spain",2015-10-13,"Deaths",0
"Guinea",2015-10-13,"Cases",3800
"Guinea",2015-10-13,"Deaths",2534
"Senegal",2015-10-13,"Cases",1
"Senegal",2015-10-13,"Deaths",0
"United States of America",2015-10-13,"Cases",4
"United States of America",2015-10-13,"Deaths",1
"Mali",2015-10-13,"Cases",8
"Mali",2015-10-13,"Deaths",6
"United Kingdom",2015-10-15,"Cases",1
"United Kingdom",2015-10-15,"Deaths",0
"Liberia",2015-10-15,"Cases",10666
"Liberia",2015-10-15,"Deaths",4806
"Senegal",2015-10-15,"Cases",1
"Senegal",2015-10-15,"Deaths",0
"Guinea",2015-10-15,"Cases",3802
"Guinea",2015-10-15,"Deaths",2534
"Mali",2015-10-15,"Cases",8
"Mali",2015-10-15,"Deaths",6
"Spain",2015-10-15,"Cases",1
"Spain",2015-10-15,"Deaths",0
"Nigeria",2015-10-15,"Cases",20
"Nigeria",2015-10-15,"Deaths",8
"Sierra Leone",2015-10-15,"Cases",13992
"Sierra Leone",2015-10-15,"Deaths",3955
"Italy",2015-10-15,"Cases",1
"Italy",2015-10-15,"Deaths",0
"Liberia",2015-10-15,"Cases",10666
"Liberia",2015-10-15,"Deaths",4806
"United States of America",2015-10-15,"Cases",4
"United States of America",2015-10-15,"Deaths",1
"United States of America",2015-10-16,"Cases",4
"United States of America",2015-10-16,"Deaths",1
"Liberia",2015-10-16,"Cases",10666
"Liberia",2015-10-16,"Deaths",4806
"Senegal",2015-10-16,"Cases",1
"Senegal",2015-10-16,"Deaths",0
"Italy",2015-10-16,"Cases",1
"Italy",2015-10-16,"Deaths",0
"Liberia",2015-10-16,"Cases",10666
"Liberia",2015-10-16,"Deaths",4806
"Mali",2015-10-16,"Cases",8
"Mali",2015-10-16,"Deaths",6
"Sierra Leone",2015-10-16,"Cases",13992
"Sierra Leone",2015-10-16,"Deaths",3955
"Guinea",2015-10-16,"Cases",3804
"Guinea",2015-10-16,"Deaths",2535
"Nigeria",2015-10-16,"Cases",20
"Nigeria",2015-10-16,"Deaths",8
"Spain",2015-10-16,"Cases",1
"Spain",2015-10-16,"Deaths",0
"United Kingdom",2015-10-16,"Cases",1
"United Kingdom",2015-10-16,"Deaths",0
"Italy",2015-10-20,"Cases",1
"Italy",2015-10-20,"Deaths",0
"Nigeria",2015-10-20,"Cases",20
"Nigeria",2015-10-20,"Deaths",8
"Senegal",2015-10-20,"Cases",1
"Senegal",2015-10-20,"Deaths",0
"United States of America",2015-10-20,"Cases",4
"United States of America",2015-10-20,"Deaths",1
"Guinea",2015-10-20,"Cases",3803
"Guinea",2015-10-20,"Deaths",2535
"Sierra Leone",2015-10-20,"Cases",14001
"Sierra Leone",2015-10-20,"Deaths",3955
"United Kingdom",2015-10-20,"Cases",1
"United Kingdom",2015-10-20,"Deaths",0
"Spain",2015-10-20,"Cases",1
"Spain",2015-10-20,"Deaths",0
"Liberia",2015-10-20,"Cases",10666
"Liberia",2015-10-20,"Deaths",4806
"Liberia",2015-10-20,"Cases",10666
"Liberia",2015-10-20,"Deaths",4806
"Mali",2015-10-20,"Cases",8
"Mali",2015-10-20,"Deaths",6
"Liberia",2015-10-22,"Cases",10666
"Liberia",2015-10-22,"Deaths",4806
"Spain",2015-10-22,"Cases",1
"Spain",2015-10-22,"Deaths",0
"Italy",2015-10-22,"Cases",1
"Italy",2015-10-22,"Deaths",0
"Nigeria",2015-10-22,"Cases",20
"Nigeria",2015-10-22,"Deaths",8
"Liberia",2015-10-22,"Cases",10666
"Liberia",2015-10-22,"Deaths",4806
"Sierra Leone",2015-10-22,"Cases",14031
"Sierra Leone",2015-10-22,"Deaths",3955
"United Kingdom",2015-10-22,"Cases",1
"United Kingdom",2015-10-22,"Deaths",0
"Senegal",2015-10-22,"Cases",1
"Senegal",2015-10-22,"Deaths",0
"Guinea",2015-10-22,"Cases",3801
"Guinea",2015-10-22,"Deaths",2535
"Mali",2015-10-22,"Cases",8
"Mali",2015-10-22,"Deaths",6
"United States of America",2015-10-22,"Cases",4
"United States of America",2015-10-22,"Deaths",1
"Mali",2015-10-23,"Cases",8
"Mali",2015-10-23,"Deaths",6
"Nigeria",2015-10-23,"Cases",20
"Nigeria",2015-10-23,"Deaths",8
"Senegal",2015-10-23,"Cases",1
"Senegal",2015-10-23,"Deaths",0
"United Kingdom",2015-10-23,"Cases",1
"United Kingdom",2015-10-23,"Deaths",0
"Guinea",2015-10-23,"Cases",3801
"Guinea",2015-10-23,"Deaths",2535
"Spain",2015-10-23,"Cases",1
"Spain",2015-10-23,"Deaths",0
"Liberia",2015-10-23,"Cases",10666
"Liberia",2015-10-23,"Deaths",4806
"United States of America",2015-10-23,"Cases",4
"United States of America",2015-10-23,"Deaths",1
"Liberia",2015-10-23,"Cases",10666
"Liberia",2015-10-23,"Deaths",4806
"Sierra Leone",2015-10-23,"Cases",14038
"Sierra Leone",2015-10-23,"Deaths",3955
"Italy",2015-10-23,"Cases",1
"Italy",2015-10-23,"Deaths",0
"Sierra Leone",2015-10-26,"Cases",14052
"Sierra Leone",2015-10-26,"Deaths",3955
"Guinea",2015-10-26,"Cases",3804
"Guinea",2015-10-26,"Deaths",2535
"Italy",2015-10-26,"Cases",1
"Italy",2015-10-26,"Deaths",0
"United Kingdom",2015-10-26,"Cases",1
"United Kingdom",2015-10-26,"Deaths",0
"United States of America",2015-10-26,"Cases",4
"United States of America",2015-10-26,"Deaths",1
"Senegal",2015-10-26,"Cases",1
"Senegal",2015-10-26,"Deaths",0
"Spain",2015-10-26,"Cases",1
"Spain",2015-10-26,"Deaths",0
"Liberia",2015-10-26,"Cases",10666
"Liberia",2015-10-26,"Deaths",4806
"Nigeria",2015-10-26,"Cases",20
"Nigeria",2015-10-26,"Deaths",8
"Mali",2015-10-26,"Cases",8
"Mali",2015-10-26,"Deaths",6
"Liberia",2015-10-26,"Cases",10666
"Liberia",2015-10-26,"Deaths",4806
"Liberia",2015-10-27,"Cases",10666
"Liberia",2015-10-27,"Deaths",4806
"Mali",2015-10-27,"Cases",8
"Mali",2015-10-27,"Deaths",6
"Guinea",2015-10-27,"Cases",3806
"Guinea",2015-10-27,"Deaths",2535
"United Kingdom",2015-10-27,"Cases",1
"United Kingdom",2015-10-27,"Deaths",0
"Sierra Leone",2015-10-27,"Cases",14061
"Sierra Leone",2015-10-27,"Deaths",3955
"Spain",2015-10-27,"Cases",1
"Spain",2015-10-27,"Deaths",0
"Senegal",2015-10-27,"Cases",1
"Senegal",2015-10-27,"Deaths",0
"Italy",2015-10-27,"Cases",1
"Italy",2015-10-27,"Deaths",0
"Nigeria",2015-10-27,"Cases",20
"Nigeria",2015-10-27,"Deaths",8
"United States of America",2015-10-27,"Cases",4
"United States of America",2015-10-27,"Deaths",1
"Liberia",2015-10-27,"Cases",10666
"Liberia",2015-10-27,"Deaths",4806
"Sierra Leone",2015-10-29,"Cases",14066
"Sierra Leone",2015-10-29,"Deaths",3955
"Nigeria",2015-10-29,"Cases",20
"Nigeria",2015-10-29,"Deaths",8
"Guinea",2015-10-29,"Cases",3808
"Guinea",2015-10-29,"Deaths",2536
"Liberia",2015-10-29,"Cases",10666
"Liberia",2015-10-29,"Deaths",4806
"Italy",2015-10-29,"Cases",1
"Italy",2015-10-29,"Deaths",0
"United Kingdom",2015-10-29,"Cases",1
"United Kingdom",2015-10-29,"Deaths",0
"United States of America",2015-10-29,"Cases",4
"United States of America",2015-10-29,"Deaths",1
"Mali",2015-10-29,"Cases",8
"Mali",2015-10-29,"Deaths",6
"Senegal",2015-10-29,"Cases",1
"Senegal",2015-10-29,"Deaths",0
"Spain",2015-10-29,"Cases",1
"Spain",2015-10-29,"Deaths",0
"Liberia",2015-10-29,"Cases",10666
"Liberia",2015-10-29,"Deaths",4806
"Senegal",2015-10-30,"Cases",1
"Senegal",2015-10-30,"Deaths",0
"United Kingdom",2015-10-30,"Cases",1
"United Kingdom",2015-10-30,"Deaths",0
"Nigeria",2015-10-30,"Cases",20
"Nigeria",2015-10-30,"Deaths",8
"Italy",2015-10-30,"Cases",1
"Italy",2015-10-30,"Deaths",0
"Spain",2015-10-30,"Cases",1
"Spain",2015-10-30,"Deaths",0
"Sierra Leone",2015-10-30,"Cases",14067
"Sierra Leone",2015-10-30,"Deaths",3955
"Liberia",2015-10-30,"Cases",10666
"Liberia",2015-10-30,"Deaths",4806
"Liberia",2015-10-30,"Cases",10666
"Liberia",2015-10-30,"Deaths",4806
"United States of America",2015-10-30,"Cases",4
"United States of America",2015-10-30,"Deaths",1
"Mali",2015-10-30,"Cases",8
"Mali",2015-10-30,"Deaths",6
"Guinea",2015-10-30,"Cases",3808
"Guinea",2015-10-30,"Deaths",2536
"Nigeria",2015-11-03,"Cases",20
"Nigeria",2015-11-03,"Deaths",8
"Sierra Leone",2015-11-03,"Cases",14089
"Sierra Leone",2015-11-03,"Deaths",3955
"Liberia",2015-11-03,"Cases",10666
"Liberia",2015-11-03,"Deaths",4806
"United States of America",2015-11-03,"Cases",4
"United States of America",2015-11-03,"Deaths",1
"Mali",2015-11-03,"Cases",8
"Mali",2015-11-03,"Deaths",6
"Guinea",2015-11-03,"Cases",3810
"Guinea",2015-11-03,"Deaths",2536
"United Kingdom",2015-11-03,"Cases",1
"United Kingdom",2015-11-03,"Deaths",0
"Liberia",2015-11-03,"Cases",10666
"Liberia",2015-11-03,"Deaths",4806
"Spain",2015-11-03,"Cases",1
"Spain",2015-11-03,"Deaths",0
"Senegal",2015-11-03,"Cases",1
"Senegal",2015-11-03,"Deaths",0
"Italy",2015-11-03,"Cases",1
"Italy",2015-11-03,"Deaths",0
"Nigeria",2015-11-05,"Cases",20
"Nigeria",2015-11-05,"Deaths",8
"United Kingdom",2015-11-05,"Cases",1
"United Kingdom",2015-11-05,"Deaths",0
"Mali",2015-11-05,"Cases",8
"Mali",2015-11-05,"Deaths",6
"Senegal",2015-11-05,"Cases",1
"Senegal",2015-11-05,"Deaths",0
"Liberia",2015-11-05,"Cases",10666
"Liberia",2015-11-05,"Deaths",4806
"Sierra Leone",2015-11-05,"Cases",14104
"Sierra Leone",2015-11-05,"Deaths",3955
"Italy",2015-11-05,"Cases",1
"Italy",2015-11-05,"Deaths",0
"Spain",2015-11-05,"Cases",1
"Spain",2015-11-05,"Deaths",0
"Liberia",2015-11-05,"Cases",10666
"Liberia",2015-11-05,"Deaths",4806
"United States of America",2015-11-05,"Cases",4
"United States of America",2015-11-05,"Deaths",1
"Guinea",2015-11-05,"Cases",3805
"Guinea",2015-11-05,"Deaths",2536
"Italy",2015-11-06,"Cases",1
"Italy",2015-11-06,"Deaths",0
"United Kingdom",2015-11-06,"Cases",1
"United Kingdom",2015-11-06,"Deaths",0
"Liberia",2015-11-06,"Cases",10666
"Liberia",2015-11-06,"Deaths",4806
"Sierra Leone",2015-11-06,"Cases",14109
"Sierra Leone",2015-11-06,"Deaths",3955
"United States of America",2015-11-06,"Cases",4
"United States of America",2015-11-06,"Deaths",1
"Liberia",2015-11-06,"Cases",10666
"Liberia",2015-11-06,"Deaths",4806
"Senegal",2015-11-06,"Cases",1
"Senegal",2015-11-06,"Deaths",0
"Guinea",2015-11-06,"Cases",3805
"Guinea",2015-11-06,"Deaths",2536
"Mali",2015-11-06,"Cases",8
"Mali",2015-11-06,"Deaths",6
"Spain",2015-11-06,"Cases",1
"Spain",2015-11-06,"Deaths",0
"Nigeria",2015-11-06,"Cases",20
"Nigeria",2015-11-06,"Deaths",8
"United States of America",2015-11-10,"Cases",4
"United States of America",2015-11-10,"Deaths",1
"Nigeria",2015-11-10,"Cases",20
"Nigeria",2015-11-10,"Deaths",8
"Guinea",2015-11-10,"Cases",3805
"Guinea",2015-11-10,"Deaths",2536
"Italy",2015-11-10,"Cases",1
"Italy",2015-11-10,"Deaths",0
"Spain",2015-11-10,"Cases",1
"Spain",2015-11-10,"Deaths",0
"Liberia",2015-11-10,"Cases",10666
"Liberia",2015-11-10,"Deaths",4806
"Senegal",2015-11-10,"Cases",1
"Senegal",2015-11-10,"Deaths",0
"United Kingdom",2015-11-10,"Cases",1
"United Kingdom",2015-11-10,"Deaths",0
"Mali",2015-11-10,"Cases",8
"Mali",2015-11-10,"Deaths",6
"Sierra Leone",2015-11-10,"Cases",14122
"Sierra Leone",2015-11-10,"Deaths",3955
"Liberia",2015-11-10,"Cases",10666
"Liberia",2015-11-10,"Deaths",4806
"Italy",2015-11-11,"Cases",1
"Italy",2015-11-11,"Deaths",0
"Guinea",2015-11-11,"Cases",3805
"Guinea",2015-11-11,"Deaths",2536
"United Kingdom",2015-11-11,"Cases",1
"United Kingdom",2015-11-11,"Deaths",0
"Liberia",2015-11-11,"Cases",10666
"Liberia",2015-11-11,"Deaths",4806
"Sierra Leone",2015-11-11,"Cases",14122
"Sierra Leone",2015-11-11,"Deaths",3955
"Mali",2015-11-11,"Cases",8
"Mali",2015-11-11,"Deaths",6
"United States of America",2015-11-11,"Cases",4
"United States of America",2015-11-11,"Deaths",1
"Spain",2015-11-11,"Cases",1
"Spain",2015-11-11,"Deaths",0
"Liberia",2015-11-11,"Cases",10666
"Liberia",2015-11-11,"Deaths",4806
"Nigeria",2015-11-11,"Cases",20
"Nigeria",2015-11-11,"Deaths",8
"Senegal",2015-11-11,"Cases",1
"Senegal",2015-11-11,"Deaths",0
"United States of America",2015-11-12,"Cases",4
"United States of America",2015-11-12,"Deaths",1
"Liberia",2015-11-12,"Cases",10666
"Liberia",2015-11-12,"Deaths",4806
"Senegal",2015-11-12,"Cases",1
"Senegal",2015-11-12,"Deaths",0
"Sierra Leone",2015-11-12,"Cases",14122
"Sierra Leone",2015-11-12,"Deaths",3955
"Spain",2015-11-12,"Cases",1
"Spain",2015-11-12,"Deaths",0
"Mali",2015-11-12,"Cases",8
"Mali",2015-11-12,"Deaths",6
"Liberia",2015-11-12,"Cases",10666
"Liberia",2015-11-12,"Deaths",4806
"Nigeria",2015-11-12,"Cases",20
"Nigeria",2015-11-12,"Deaths",8
"Italy",2015-11-12,"Cases",1
"Italy",2015-11-12,"Deaths",0
"United Kingdom",2015-11-12,"Cases",1
"United Kingdom",2015-11-12,"Deaths",0
"Guinea",2015-11-12,"Cases",3805
"Guinea",2015-11-12,"Deaths",2536
"Mali",2015-11-16,"Cases",8
"Mali",2015-11-16,"Deaths",6
"United States of America",2015-11-16,"Cases",4
"United States of America",2015-11-16,"Deaths",1
"Liberia",2015-11-16,"Cases",10666
"Liberia",2015-11-16,"Deaths",4806
"Sierra Leone",2015-11-16,"Cases",14122
"Sierra Leone",2015-11-16,"Deaths",3955
"Senegal",2015-11-16,"Cases",1
"Senegal",2015-11-16,"Deaths",0
"Liberia",2015-11-16,"Cases",10666
"Liberia",2015-11-16,"Deaths",4806
"Nigeria",2015-11-16,"Cases",20
"Nigeria",2015-11-16,"Deaths",8
"Guinea",2015-11-16,"Cases",3805
"Guinea",2015-11-16,"Deaths",2536
"Spain",2015-11-16,"Cases",1
"Spain",2015-11-16,"Deaths",0
"Italy",2015-11-16,"Cases",1
"Italy",2015-11-16,"Deaths",0
"United Kingdom",2015-11-16,"Cases",1
"United Kingdom",2015-11-16,"Deaths",0
"United Kingdom",2015-11-17,"Cases",1
"United Kingdom",2015-11-17,"Deaths",0
"United States of America",2015-11-17,"Cases",4
"United States of America",2015-11-17,"Deaths",1
"Italy",2015-11-17,"Cases",1
"Italy",2015-11-17,"Deaths",0
"Liberia",2015-11-17,"Cases",10666
"Liberia",2015-11-17,"Deaths",4806
"Guinea",2015-11-17,"Cases",3804
"Guinea",2015-11-17,"Deaths",2536
"Sierra Leone",2015-11-17,"Cases",14122
"Sierra Leone",2015-11-17,"Deaths",3955
"Senegal",2015-11-17,"Cases",1
"Senegal",2015-11-17,"Deaths",0
"Liberia",2015-11-17,"Cases",10666
"Liberia",2015-11-17,"Deaths",4806
"Nigeria",2015-11-17,"Cases",20
"Nigeria",2015-11-17,"Deaths",8
