"Country","Date","Cases","Deaths"
"Nigeria",2015-11-24,20,8
"Senegal",2015-11-24,1,0
"Sierra Leone",2015-11-24,14122,3955
"United Kingdom",2015-11-24,1,0
"Guinea",2015-11-24,3804,2536
"Italy",2015-11-24,1,0
"Spain",2015-11-24,1,0
"Liberia",2015-11-24,10666,4806
"United States of America",2015-11-26,4,1
"Italy",2015-11-26,1,0
"Guinea",2015-11-26,3804,2536
"United Kingdom",2015-11-26,1,0
"Liberia",2015-11-26,10666,4806
"Spain",2015-11-26,1,0
"Liberia",2015-11-26,10666,4806
"Senegal",2015-11-26,1,0
"Nigeria",2015-11-26,20,8
"Mali",2015-11-26,8,6
"Sierra Leone",2015-11-26,14122,3955
"Nigeria",2015-12-01,20,8
"Italy",2015-12-01,1,0
"Guinea",2015-12-01,3804,2536
"Liberia",2015-12-01,10666,4806
"Spain",2015-12-01,1,0
"United States of America",2015-12-01,4,1
"Liberia",2015-12-01,10666,4806
"Sierra Leone",2015-12-01,14122,3955
"Senegal",2015-12-01,1,0
"Mali",2015-12-01,8,6
"United Kingdom",2015-12-01,1,0
"Guinea",2015-12-02,3804,2536
"United Kingdom",2015-12-02,1,0
"United States of America",2015-12-02,4,1
"Liberia",2015-12-02,10666,4806
"Spain",2015-12-02,1,0
"Liberia",2015-12-02,10666,4806
"Sierra Leone",2015-12-02,14122,3955
"Senegal",2015-12-02,1,0
"Mali",2015-12-02,8,6
"Nigeria",2015-12-02,20,8
"Italy",2015-12-02,1,0
"Guinea",2015-12-03,3805,2536
"Liberia",2015-12-03,10666,4806
"Italy",2015-12-03,1,0
"Liberia",2015-12-03,10666,4806
"Mali",2015-12-03,8,6
"United States of America",2015-12-03,4,1
"United Kingdom",2015-12-03,1,0
"Spain",2015-12-03,1,0
"Nigeria",2015-12-03,20,8
"Sierra Leone",2015-12-03,14122,3955
"Senegal",2015-12-03,1,0
"Guinea",2015-12-09,3804,2536
"United Kingdom",2015-12-09,1,0
"Spain",2015-12-09,1,0
"Italy",2015-12-09,1,0
"Liberia",2015-12-09,10666,4806
"Senegal",2015-12-09,1,0
"United States of America",2015-12-09,4,1
"Liberia",2015-12-09,10666,4806
"Mali",2015-12-09,8,6
"Sierra Leone",2015-12-09,14122,3955
"Nigeria",2015-12-09,20,8
"Italy",2015-12-10,1,0
"Spain",2015-12-10,1,0
"Nigeria",2015-12-10,20,8
"Liberia",2015-12-10,10666,4806
"Guinea",2015-12-10,3804,2536
"United Kingdom",2015-12-10,1,0
"United States of America",2015-12-10,4,1
"Mali",2015-12-10,8,6
"Liberia",2015-12-10,10666,4806
"Senegal",2015-12-10,1,0
"Sierra Leone",2015-12-10,14122,3955
"Spain",2015-12-11,1,0
"United States of America",2015-12-11,4,1
"Nigeria",2015-12-11,20,8
"Senegal",2015-12-11,1,0
"Guinea",2015-12-11,3804,2536
"Mali",2015-12-11,8,6
"United Kingdom",2015-12-11,1,0
"Liberia",2015-12-11,10666,4806
"Italy",2015-12-11,1,0
"Sierra Leone",2015-12-11,14122,3955
"Liberia",2015-12-11,10666,4806
"Sierra Leone",2015-12-15,14122,3955
"United States of America",2015-12-15,4,1
"Mali",2015-12-15,8,6
"Spain",2015-12-15,1,0
"Italy",2015-12-15,1,0
"Guinea",2015-12-15,3807,2536
"Senegal",2015-12-15,1,0
"Nigeria",2015-12-15,20,8
"Liberia",2015-12-15,10666,4806
"United Kingdom",2015-12-15,1,0
"Liberia",2015-12-15,10666,4806
"Spain",2015-12-16,1,0
"Mali",2015-12-16,8,6
"Guinea",2015-12-16,3807,2536
"United Kingdom",2015-12-16,1,0
"Italy",2015-12-16,1,0
"United States of America",2015-12-16,4,1
"Nigeria",2015-12-16,20,8
"Senegal",2015-12-16,1,0
"Liberia",2015-12-16,10666,4806
"Sierra Leone",2015-12-16,14122,3955
"Liberia",2015-12-16,10666,4806
"Liberia",2015-12-17,10666,4806
"Nigeria",2015-12-17,20,8
"Spain",2015-12-17,1,0
"Liberia",2015-12-17,10666,4806
"Mali",2015-12-17,8,6
"United Kingdom",2015-12-17,1,0
"Sierra Leone",2015-12-17,14122,3955
"Guinea",2015-12-17,3805,2536
"Italy",2015-12-17,1,0
"Senegal",2015-12-17,1,0
"United States of America",2015-12-17,4,1
"Nigeria",2015-12-22,20,8
"Guinea",2015-12-22,3804,2536
"Senegal",2015-12-22,1,0
"Liberia",2015-12-22,10666,4806
"Spain",2015-12-22,1,0
"Mali",2015-12-22,8,6
"Sierra Leone",2015-12-22,14122,3955
"United Kingdom",2015-12-22,1,0
"Italy",2015-12-22,1,0
"United States of America",2015-12-22,4,1
"Liberia",2015-12-22,10666,4806
"United Kingdom",2015-12-23,1,0
"Italy",2015-12-23,1,0
"Guinea",2015-12-23,3804,2536
"Senegal",2015-12-23,1,0
"Liberia",2015-12-23,10666,4806
"Spain",2015-12-23,1,0
"Mali",2015-12-23,8,6
"Sierra Leone",2015-12-23,14122,3955
"Liberia",2015-12-23,10666,4806
"Nigeria",2015-12-23,20,8
"United States of America",2015-12-23,4,1
"United Kingdom",2015-12-29,1,0
"Italy",2015-12-29,1,0
"Spain",2015-12-29,1,0
"Liberia",2015-12-29,10666,4806
"Liberia",2015-12-29,10666,4806
"Sierra Leone",2015-12-29,14122,3955
"Mali",2015-12-29,8,6
"Guinea",2015-12-29,3804,2536
"United States of America",2015-12-29,4,1
"Nigeria",2015-12-29,20,8
"Senegal",2015-12-29,1,0
"Guinea",2016-03-23,3804,2536
"Spain",2016-03-23,1,0
"Sierra Leone",2016-03-23,14122,3955
"Senegal",2016-03-23,1,0
"Mali",2016-03-23,8,6
"United Kingdom",2016-03-23,1,0
"Liberia",2016-03-23,10666,4806
"Liberia",2016-03-23,10666,4806
"Italy",2016-03-23,1,0
"Liberia",2016-03-23,10666,4806
"Nigeria",2016-03-23,20,8
"United States of America",2016-03-23,4,1
